GUID,Val1+Val2,IsDuplicateGuid (Y or N),Is Val3 length greater than the average length of Val3 (Y or N)
1JRDP7EHESV1U95XM6Z6T9PC1WTY1JHK,1581078,N,N
7ZO1X49MJUM4SR6GF06ZUVM0KK8ES68C,1085638,N,Y
U63HOIVCKCDHPEB1SR02DTKKZFSPM4HE,730624,N,Y
D506QLJFYYNIRFXOBMWVBUZUFU5RTYK2,423568,N,Y
QBUOT3L2N3L3NIU4F903PRE8LSGLIKJM,642608,N,N
BGLY79SF1CM9CBQX5CSO0VBNO9T5PY5F,94602,N,N
DJ62L2R850WJAAW0E39KRIVGF8XYPDLI,1159420,N,N
BRVHY41JT17KJ9SJGHF7M7XMQFCKRPDS,1021262,N,Y
IYUS1HXISFOJ2T3BG0UXP9SURRSGHX06,146166,N,N
0F2NOLNV2XSQPW037PICZALMA3A0Z2GZ,1226907,N,Y
8IDY6KNC03AO5CS4A42IQPJGZDUO64IT,1635009,N,N
CE4TTSV1FCB7898ACA5GLW4GEEP4AF6Z,1416408,N,N
JNYZ2XQ3C2CZXIM9G84TFYWC9U8LWMBB,835957,N,Y
YZ153BHOV1L8GMT2V6WBESRCVLLT4GQ3,1898582,N,N
OGRLD4F4UUW1W58169YKNP4GZ1INNQM9,993693,N,N
3L803CV0HX503E63HO3KV1CN5NR75PAZ,489843,N,Y
2W21JB3QBWCO8OY27O0J54D7PJ1KT6RK,833822,N,Y
LCK97F865Q0LELU4KZLF15PGS05TH052,964651,N,N
WR4JR58YMY6EDTJQ6E9BP672JZ7IMBUL,714937,N,N
2TBBDGZ0E8T6E8EXJWED22XKXAUMM9A1,603871,N,N
92SD6YLLHQ5M2OZVQD3CE6UBD6II5E5J,314747,N,N
J1BFZDQ1S5A5WR10Q4W4FEVVPYOLH8M3,1659794,N,N
CFZEBV105HKSNFN36LEYRWIC1Q64UXUY,1125620,N,Y
JBUZ42SL4HBH7HL9EXFBI9N5S3PD1Y17,1262594,N,N
89BPU8XN885A7OY0JBUZI0338WIRB5GB,416775,N,Y
ITRH0N9EK3YT6ZWMY9M5CBVN4N9L30XE,545315,N,N
3KNJRBKKRAOCIHU5P0DY69N3GNTOT46Y,1092910,N,N
TI059KHI1X4XPX2A9FYEDMXSDCBGMWAP,932057,N,N
OSW99S5PX7C3GL6IZVRM0PU6W7RNNEO9,1118275,N,Y
8KD6Z5GC0RRHMYPE6TCISU5F2BE8DICQ,1546181,N,N
OLYQBQRO5SX9JHA0HFH97UJWS6ER6363,507822,N,Y
VN4TXWKLEAMLS874RY4PN5FGXXAWEI4D,1157852,N,Y
JNMCTCB3B7AQ0QYU9017XRPGEIX7OFNA,1216581,N,Y
2WNSSBQMD55167MAA4SDJ96JPAAMT673,629038,N,Y
5KNLWU9QNUHQUOUOFQHSIUN6BJC3P5WH,538524,N,Y
F197Y638VU8UVSIRJREVOBQJYSIC8CUY,1138805,N,N
U658Y47HRG1OWA683G5Q58QWVHZXUKG8,1592649,N,Y
LG6BRVDCFLCIGKGNEXWXI61K0228K030,199439,N,N
VJXZD3U3QBBIG8OMASGZYJ4BTWVJQDDR,1190336,N,Y
1Z78KJRS4P311PSH923ESWLK9VI3709O,1321365,N,N
L7OGF0F8HD51X3GSWATGSC0BPS036M64,807737,N,N
NA6VQUIJ6XH7PRG2AMN34ORH7A7I5MP0,1599278,N,Y
B22QEB43495QEPQ3KB37EE4S2990EX9B,1380532,N,Y
PCWBFGT9JM2G4HGMU6RJSNC93W40XA9A,1169444,N,Y
VU4HOERH2ZRZ3P6QDQSIEJG4NK1A9OQD,1095490,N,N
A4826PEYTZJNY8UYBISAL0MQE6FAMTVX,1820231,N,Y
ITZTAR7M0YX6Q2GMMZGE4AQK3S017XEM,1230548,N,N
YCMVHM8REL5RM71QMPAFU44YTG1CX4D0,679845,N,N
TH5WAGP6ZRZB7OUP7OIWTNE6Y98KANTW,686670,N,Y
VL87YZYCM26F0OWYW4M89DB5O3MQ4LBD,1261923,N,N
PIY76I19M8LJTTSL3ZWFWCKNBB7GO5XM,1246993,N,N
2I97ISSEYM5N7RDJO7VITW21MTGQ62NG,1044823,N,Y
H2IA60W3WB32D6SRPLOY7WXNJNVE5NZR,1159062,N,Y
6KTD0AYODEGKWUBO89KVUWPNH2SRYCS7,1392007,N,N
ZGWAMF5M5U3852D8ED0ZNOL5JL8ZEL7O,868595,N,N
UEX89L319MU87F1Y144KJABHG59R6GKT,769678,N,Y
RBLUVK8EXDNQLM112GKEL7VYIG4JSA1R,581601,N,Y
C894GZWHCMMAR4RZ2VEUBDWD3TPKCL6P,553063,N,N
AGHCMP566XP1P51E0CEK3GWN25INVLO1,608678,N,Y
GJEU0SPBPT2487LVLAAPXQO05ZN23361,801690,N,Y
3JWY2IYFWCTA5TRDYE9VOXQLLCM9NY55,1762976,N,Y
N3OGNWQYMPJTKT8F6SUYQM2RSTCTFXWX,635253,N,Y
7ABRS5LXBKGQV50ZSZHK711K1H727N47,544180,N,N
CU8VTGT7BDK8IS4EYMA0RRE1UI2KURHA,1026395,N,Y
UJ70MIL3N1NSJGBLOY75FCII0ZD2HGG9,989212,N,Y
MPIO2X0FH7T1834JBKKWRCB5172JKNC6,1267683,N,Y
PMT9N1Y4VF175BYO9ONY0ZX80OZC40AR,1037003,N,N
OBY95LDQTCH10VHGY7GJ5L2QNN63QLVX,837884,N,N
IKRSBDSW08Z6064PHTA5203IG5H7CIHQ,895314,N,Y
4XOGSOL5KQ5VHHTXMY3H07OOC29ILQIS,752856,N,Y
8NQXGLWXKY1C3EG9GD5FE4W2TGAH343Y,1572770,N,N
XMDORZ8C6OHRLN6BB94XHRFMB2YLSDT7,1282374,N,Y
OFM170XG5Y9RG4T3SW8954004DIYBFZC,1603057,N,Y
PMITYG8FZZG0UNMXLJVP9VOIAW59QME3,881595,N,Y
B8QFTJ0RU6IEYRFKORYGBWEQTDMJK60H,167569,N,N
86FKV208X0HKO7SZBY9S7TZASGMA41MH,1726349,N,N
MSKSI4CN9E9SBB0145JC08GIWMPENF5D,1062351,N,N
O1AAQWZQOV11PGONWY2OAG0QBDPRMAQ7,764893,N,N
F2QK4G3YIV5IWQZRHQWXWH8EHJSAX6MT,1153605,N,N
YB4YISDDW0U60EX7EICQG5VQ9DM0HGQL,984463,N,Y
3NBJD1105987XRERJB12ARZ7AB6JZ0LT,1585748,N,N
UBUU46E85FMCCBLTB06Y2GXJB9U7B65G,1692690,N,N
K3BD89V15WBVSR9S5TFU0HEGBZM72G6F,735795,N,N
EIA46GB9NCW832DXS2VY5N77662YRODY,841081,N,N
LGNYZCDZ22O06JFYLE8QT7SWKY30P9LN,663482,N,Y
EV66WNQQ4KJSNJ7KDTS07P5V79J6JLEH,1547592,N,Y
8EULN3ZZW2LECEP0UHFCEG88G2BS2V51,596342,N,Y
LTQKSPXWHFCXQQH5ITXMDIVY3WQ2DYF2,1113803,N,Y
2UCQYRP7WPY2G7WAI4APB7AQHR205KAU,775652,N,N
HL8J3HQ9EHCYM3VSH2YAC0F100II55DV,1332716,N,Y
ZXWWGZL4NGEM45YSTR763XVEQZJXKJAE,1112683,N,N
VJJD9TQB6V9GIHO050LYSENOWYAJCPIK,1508271,N,Y
1USUJ09B9SH9SZ7WUFNEX1TJ799OW3YL,851400,N,N
FFXP3F8V2SK3875W5EDIFCHSYYBTP8BV,1470723,N,Y
EVTQ8TBB9PZ4ART7II41F5B83KZI3E0J,1017957,N,N
C6R4C2B6I0IXMTRGRPEV8EISNVXFDZYV,963442,N,Y
AFSV7IWOJJRLWVK3TWX8H6SUTOL84MOK,1223312,N,N
DE6ZJDCY9ZS24E5IHUW04QPK54HCGF5A,1084722,N,Y
ODW21RYHRXSBVZS87RGPDGOHG51879OC,1052762,N,Y
ISTMMHZTIQK03OGI9OR0870OF0HF48V6,803343,N,Y
DWODB5VJ8GPSPFI02JLP1HJO0C8CIEL8,1051625,N,N
PV6F2JQCE8W82L3PZDLDPSIPG4OT2MXB,1038551,N,N
OPEX16VB56H499Y5C0IRY2T6BYGHSGOG,633324,N,Y
8YGRKIANB9FSAD35TSQIJX92AUD2BDJV,878512,N,Y
TD54LB3NCI2NIDSBRZEY01J04OPBV6PZ,807046,N,N
KO50QPBEG6PH5U4AVTGPEMLJVZF3QB9X,1309282,N,N
1CJK36QLER1PPH4WEEOHK143RBVRFNBO,1593944,N,Y
ZPCWYAXG18L2RVP6VQADBVKIPLLZLD36,549717,N,Y
KB2TZPJS4RCB5HV3S81O48WGCB5LPDIB,964878,N,N
O55YIO4CAOPTJ13USZ1FDMHYYLKUWJZF,538395,N,Y
CWMSOMW6WBY08AVXNIBFZDLC63QAY227,1157935,N,N
LVH10BIHGS3NK251TQDEMX7XXZT2Z0AQ,1192357,N,Y
1OJF6B7IUYVI7A5GGW3CLVUCWIFJX09N,374811,N,N
TYJH5F5Y15L8E7VBKWBWY1XXWI1PD9CN,1360420,N,Y
QJD4EOKFGTCMXC3KDZL8GQE2QHQL0AE7,718458,N,N
LP4TK0ZZ4NERJ85Q2O0TY3PO8VTETUHA,974069,N,N
EYFO7PFAX77BHSE69R1I15U6C4YCY5FA,1017062,N,N
2P3XQTU9LXRINDTWGRZ9WP4VG6O92VZ2,1377893,N,Y
3VK9A6H3SLMETWU92S1IEG0Z0W80L20M,1018550,N,N
2Q1QG2GV8R442GJOB7YTJ998NSGP0YW4,1025121,N,N
3JRBLVUE014BYO4W4137S4VDQCWZ10QN,224514,N,N
CJRQTO780CZGHCYHQ1TDBH3JK3GVNP7W,263126,N,N
U7VCQZ3VEDRIDTFIW31MWJ1K9NUNC4DD,658677,N,Y
KFWRN00ELFJMVZT0ZJIWYFMZZ96HGYRT,1334475,N,N
J3CAEO6H46S0052LT60LPPQVX4B4F4W2,511350,N,Y
YBP7NQXUO6OGXD5Y4387TRZXQ3G8US6F,1022203,N,N
3UF0F18OY9JEA7WHFLEVM7PODQJ0TDFO,997649,N,N
ZT64HJVDUTWVK9XN9S1TDETE8X5T0QNM,1452337,N,Y
EKOXDLB1NMR9AA7UV0A9ZZX31H75JUNW,626523,N,Y
UJBWWH5Y13JD0ZEY7UJ80TD280SJJP9R,1029769,N,N
AZETOESTV7A4FOJWKT7WODSYXWQ6XH36,763334,N,N
EFZWSFY6Z3W2SM811FF0B8C4PYZA8LZT,1454922,N,Y
J6JFZ4EC3Y976PRZRGLDB9GP2DC60HJ5,1691439,N,N
42GKIN4J5IFCT7SE75DG11ZVI4SKVUAY,545538,N,N
2GDDTJ6S8EA4JJOU27A1ZZ2OZPLEKXKB,629702,N,Y
N50YMQOCIPKH6IKKH30G5MSO5IA7ZKV8,801713,N,Y
5UE0Z6XW4J6E81VI901X9GPYWUNZP1LA,917134,N,N
H326MBZGW544GNE8TQPRB6VRUVW5MKTH,548479,N,N
C2V6AOINUGRVC4HUT17L4AIKZYCH271U,950508,N,N
IA4E6BTSVIG9AQA7CCEXP3KYX1IK2XYN,1069680,N,N
X31GXE6GJRT32FJ7DA4JO0P8XC6V5E9F,1164995,N,Y
4D7FMJGFAZVNPGZYXMU4AMTWK1QADL7A,1411098,N,N
THR7TAC64L4JVWGEF49OX14X80PRKR45,531979,N,N
VCSJXUCES5SJ5NHVZP68PWRIUX9GN3V4,708487,N,Y
0J6LVUV63VYJAFBCZVNW8AWH5IH5K29A,274813,N,Y
8YB5PAHRQGBRQ5UHS6D8C1MQPY6F4MZJ,1778194,N,N
5X1ZTZQFU4D5BSFXEYHF6YZTQZASQD4Y,1378402,N,N
BARA6RFQ2YYR0Q999DKS9ABZZL9L4IJ3,686583,N,N
WJEJPHAMA7LJFSTOD0DVKEE7O32R21NA,746750,N,N
N9OB7TF78L33FYK6DR5YOKQYUBUABKO5,942907,N,N
L8X7KYUSVURCG95JST59D7U5CUFA8IMY,1428816,N,N
O4VWGSW33BVLSSND185LNYU6IVON8PKI,904817,N,N
ODR9B8X0W35DOSOIFIPUCD58WJP93L8S,906331,N,Y
N5SW02V0HGT56DDDY5PX30XKINGZ0JZM,1373782,N,N
8V39G0WJ57TB8FA02RD68VX63R1YXZN8,1365853,N,Y
IX7EWCLG3YY7ZJRS6GZ1B8XMS9J4OVC1,916436,N,N
VZSP5PHEL3RBKEEKXFFTMLT17HVHBKNS,1119443,N,N
A8CBEQWOXL4T1LSCAKUWFXVKELFCMYXG,1546515,N,Y
1JYK8DNNUWK044IL6P5IK5KSO8M0XTAX,660311,N,Y
ZA7V36RY67V90KUVEZN1BDBEDKIHE2DU,1443443,N,N
XF4RWP3GSSJWX4D2YNW0NJ93A66GCDOF,1399960,N,Y
7HRIR1CIP6UMXIYP0SGHO0F21RUOSNB2,1180302,N,Y
DNQ6VCWH0N8EU60CMHCH2I8JG5JKI2LH,1516357,N,N
PS6TIUJSURQRIJHUNPN6C4HG2VE13OQE,1063021,N,N
KXD2H8RQRTJ3B36ONMRT4V6R53QVA001,1246678,N,N
8P1DFF98L780RG3BMEDB6R5BW3J3HPD9,1277408,N,N
U1XH0L0LFV22865WDKTYGJIWHDI485GE,838950,N,Y
2WE1Y9MYBWC800JYVM0ECK5UL8VPB34N,312571,N,Y
UK5AIF142W4KQAF5YYDYV9R28BBVCHPU,355360,N,Y
C1MTWSD7YIVBVN3QRTL56W42VKZAQYCS,1471562,N,N
HAX60GDB4KVMJ9AHYD7714PHL4MHWT2M,1338364,N,Y
LIYP806FOVPDX31VH6276AYC6VGCI40D,1660043,N,N
ESN2XPUIKV2RWPQMCLY4C8XLY8AAV5AX,1585209,N,Y
UV0QF9MC2F4LDR93C94TCONR2FIJRBR7,1020467,N,N
36J3541CQTQ0GA8VUTHJVWZHJB21IHP2,533623,N,N
0OMOC3AM8JOF2AORLI4NZX2SXHLI2EPK,1204478,N,Y
HSNY9Q46YN3WY414Q1SUK08Q7K8NNH77,731228,N,N
TB0I677JOI4WU3HSLEZDKJ03GNDW452O,823044,N,Y
HVNEXWJGLYUD1AHZLI71FZNQFHMMFCC4,1347095,N,Y
YDLMQ301P8Q40H7RTJ23C06XV66O5W9G,1155856,N,Y
81OM4K1G2ZUS2SNY9NQOZOB0JUAC707Q,526511,N,Y
FIUN2XULLX8D8TQULS8FLOY1TN9URSPD,546122,N,Y
FDQYMHPO8NK72GOSUH0EA8TQI4J3XLDD,1621826,N,Y
T504178URRBW96J9140TTFCX5F1Q65QA,930926,N,N
BER1ZI40HX8KBCG6R2F2377YE7GPEP52,1314332,N,N
OKU8RPKY5N9YO81IGBL40NXMWY7BDXLK,1320782,N,Y
EH8454DDL4TMEI1QNTCU6AXCLJO8L1V0,931658,N,N
2YDTYSMY9V9R530EX3FI1DAD987N3G2L,1434306,N,Y
KN6HB5U30OP1LRW4RLBHG5409KXX5653,1517875,N,Y
KR911GP7CK2O7U3LG8W383SGVWLRNTEJ,1002142,N,N
EDERKKDM7VW4NCI0N5PH5U8U76D34YOF,890919,N,Y
3EA76W7TUIVZKQTG2MZC1GA7KCC9ZFLL,940034,N,Y
CPLNFX98NSXUJ411JGXBDRDU4E0ETGXK,1133255,N,Y
JTCPR2AK6ZBOLMXJL6PG0DGX3U4TRLI3,1142718,N,Y
07VIQ8GPMVH2PPY77UW6WCJYJ12RVTD5,1046922,N,Y
1T6ZFXWBDSKO2QNH3C9SU530JN2VQ2SH,1195208,N,N
661FQNFOXXD926D9RQMBAZLUXJ55POL8,1608069,N,Y
4DDSHKH9UNRF5FR7LITX3L9DV89OD7US,1151816,N,N
JNRCXCQ4JO31K0XA8JUACO1BN41S1ST1,1471191,N,N
YVZS2QUAR8QEKC3Y8INDCRRTAZZ7S8FQ,1522644,N,Y
L5XA1ZP8K8TKQDZCXJNSC32LS9O6B8PS,588354,N,N
N73Y4ULDDA07GBJGXT80DYIMN30W440C,1016051,N,N
NBR1QFUXR586AVD8AJIGGZ1U2Z60DGX5,1283012,N,N
PTTQA2N3EH7T91LUNZQB4P4PY1OESV8L,1603223,N,Y
7UJD8JBRQJKIVWFL5UDKZ3ID1S4HW8G8,1399539,N,N
P6KTOW1UZFH5AUINP5ZQNVKPK1RLDYBH,1276172,N,Y
208DGU4UF636F0ZWZOGR7P85ZVO609OJ,799433,N,N
AZZSA59JVCRJ4AD9RJJHPGZBRYCJKX78,667178,N,N
KERWBSGJEZMBL0O6KKY7XVTRYXB7INMK,386529,N,N
T4BCKP5P0D4B3YTY26F50ORPN9LU9TTJ,1314886,N,N
OUKNMY8IU3ZDDFHXGQLMP2LQV2O6R98S,972489,N,N
5KDF75IX42ZTJ58O3DZHQKYCK2NBQ0K9,1725161,N,N
CE0LSGES4XWNL1BVOQMG4Q906VXPTQ2S,1721269,N,N
GOR8BR99EL71EYS75WH0IXECOZ3SYSRF,1199169,N,Y
CWLNDNQFTN4UAYIJD5MDGA0P8NDJ54DM,514620,N,N
FA105KDS0J1RHHUFRS8BYQLUUJDV0R36,1171386,N,N
126M0713LMYIGHP7PVHXRA2EJ5RHRWRZ,1857462,N,Y
SOFUMFGOHKUXUWOLTUV7QMY49TFWDAXC,242772,N,Y
MDHMDQRYYHRWVQNU9JXQW2DL4SY3ENQM,436109,N,N
I0K7BWNRP99ZLJEDHREC2VF2H4HBRHU8,901362,N,Y
NKQZIT73M5AWNEY6DOUBRL6HMKZ0RYQZ,1317223,N,N
OU189Q5O5XLSPIF3747LKK00IWHGQ10S,524757,N,Y
63JOFB160STAXMAJVBQJ2T6JNKSXJ6H2,1119686,N,N
3FO16YS29D98K96JNZT6O8O3HVJKJI9B,1431938,N,Y
7TGTDQK53Z84BB6K5FJ7UCTRMR5819PA,1663021,N,N
MRTXU2UNOULQS39EPW5T7AJOFTGACQ1N,1018888,N,N
T6EIPD11W4AIIWHC37W41FNI6TC5VNC4,307540,N,Y
0XO6FPHNIIDZYKLR0G392VURNRWYMZEV,1262106,N,Y
1FTTBAHHFINPSL7QYT21QESUALBR6XMN,564098,N,Y
0PMDH4N3L1W0CWBH6G6DA6VV7FTK4H2T,901991,N,Y
VTKPMO8KW5FJBQRPM1PQTKJABYC6AELE,64674,N,Y
X5UB8BJL9DMDV6L3IVSBAM8EWUGQH6BV,1146617,N,N
UCZ3CZVL6295WL5H9WS3CPHIJA0AK7LV,1018920,N,Y
FA0WK4WN6Y3CDB2FDFJ6U7U0YXGEBDJ8,1475898,N,Y
UMDPVMGJQONY8WL75IGVV5ZIT3UL55BE,255990,N,N
PLXCFF4DQIIRSIYYMBMOKWZM0IDGDXP7,971948,N,Y
DFC7NVLMELXYVVC8D36YKKMRLZYQ66PN,1541494,N,N
WIPLJNW1LHUEGQOGIMDDOHTFLHR5M9XL,1137881,N,Y
JLCNOA8TWFJYORYQZDCXPV5AGXQIED97,1238018,N,N
BIMCGGBFAZLVD4ESNQVX7VOICY3MWIYU,374441,N,N
8M4DYOED8G2VMTZTQB3HS5QVRHKXKXGH,1749307,N,Y
QI3QFHLKBGV8INCEK4P8E7UA1VVAKXH2,686330,N,Y
2R9XKQR7JYYJ7VDMOAGQ3CQ2VG1D2JHT,1082797,N,N
09WPLDWV14MB99PK5KSUO0H629M5AZ0J,1279328,N,Y
KSUNQUD91KCRO4A4RPGMZM175XR0ZIQF,518101,N,N
6EQ8ZBIK6RD6SI94MNO1ZHM1CD9MV97X,710726,N,N
BKFP6YAV7TZPMY6BHDORNZQWV02EKTQ9,546898,N,N
GBX0B59AU6JM76YJIASQX5YQF14KFMOD,730561,N,Y
U9XLOAV18CVDJ61AU2MPEJDPKZ6U25OL,377158,N,N
MX30ZMKXDY0OSWZP8XCPX84XCOY1HHH0,1238104,N,Y
1JO64T4AD2BJF6MUONEBYQUJ6RNKXOGW,368084,N,Y
S0M6E7JGFRCPCDP33F46KD0BHU6T6J7Y,761250,N,N
KKF6AI13W45G8QXBLQEU2T3F7Z1OFBWR,287781,N,N
HGQJEL943PEEG5S7W8XO56ZRW6QLNFM5,664793,N,Y
XZTVJT1X5JHWYTMV2HFLFVNXVQ67UKBR,1465865,N,N
ER2L2I472B2P1AMR1NDSS6E85CN8AZH7,1007936,N,Y
FW55JS76L95FSSZFR6JY3R80PGVN2TWN,870659,N,N
E3BWT5GQJNOEK39OFVO66ORS46OMITMR,756150,N,Y
ANLYAQ0OJB53RCBCWWWD8B0KF41213A0,1073780,N,Y
GGR6K02UCJLS6F3KRGCIIJ3PADQCSYCW,1110041,N,Y
ANSRUHZB8SSZNV5Y5IJ5B9JG4VI6AEE1,707960,N,N
T12YBC0VZIZ82HE6DT28G1SS19IVF6I6,779080,N,N
EQDUB0IA3P519HGQMR2D7XSJRP50EPDR,884278,N,Y
K5ZUMCMTOS788PJDGA4QL2MMQGQCZ6DG,1339411,N,Y
K66EZV2YRKCGM88F0CT1102U4IP8P7IH,896945,N,Y
YTOWGGNK41TQ2AQSX1VQX0QAAHYRSM3A,1255432,N,N
79DNR8VDVW49HJQFJZ0HTEZ9OVMNAMN5,1200065,N,Y
5D4NEM89MRSHH7JHRRPPYVDONW8G6P68,1395094,N,Y
X0ZKJW6BDQUAQGUIVFIPPE0EQOODLEFX,841978,N,N
7K6YL1QPTPNY20MG40K7H2S84CZ2G0UD,1670852,N,N
VZGR3AXDBDI5UT4LWMXU9KHORVGDFUQF,843939,N,N
PKP0HL987DVGX57HH7HMCDYETH1J1L5P,1194554,N,N
M83LYMHLKA4282OFMI5NFX0ADAMIFHUQ,1615393,N,Y
OU83AOV3Y92NB05GEU45CJUP07GSHKNC,997174,N,N
C3SFDV4HJUGZ3QUQHFF2V66I7IQRJRIC,882725,N,N
QIDFSE5UZ2O6721XTJYB2VZP4PXTB4MI,1178495,N,Y
NSCEAQM820A8SJ30QB67E3XGWGN7XHL5,471214,N,Y
LUL2VVE15X87XE7LWQ70JRKRH8MRLYP7,1049907,N,Y
6UB7BVG17ZBYQOTINS4J821Q8MOMKI4L,883804,N,N
VDP8SSS3B05L3SVRPBXRZH805N1Y0EO6,1053104,N,N
NS5U796R1WOGL3CV9EC39X9UB0IPGPJD,1052341,N,N
FATXTW7TX7QJH2CFEUKIKT52FRAB7EXB,623043,N,N
UY91KWFY6XFAG7GZOBENHZJ5YP92GEIQ,600098,N,Y
LVIA6MXPMIH7WV8SUAPMFOEPJ1ELS9VI,1132237,N,N
04M0KNA5C9D4OZ1DNDGD81DV6V9MFSEM,1192191,N,Y
FJHMS3OEWFUOMVP6FBJC6G1194MB2VJI,1115620,N,Y
AD831KVDCB217T22I0DEL3QJ4BRZF82B,1271013,N,N
TZESR41FQIMHK08S2WPPZE0GCG4SL263,876245,N,Y
3670KIRP22H8OTGUU1P3V1VANPMKL6AC,1044098,N,N
OQ7PCANT44FY9LT6SEW8340HSQNB995P,1104407,N,Y
HMDMWB60IACDG7LJ1LT6SVO2393JEFBH,1582994,N,N
NAC1SOV788S8H2XIT4FO2JHB4W9JF4C3,954567,N,N
H1ZR3C9M58AP2ISPTPPNCAJ2OMD3NQ6W,1472396,N,N
8V9KFACFJ2BEFKCQXW4A82R2AJ4FDX8T,1445101,N,N
EZDM1D9ZG5ANJ802074YWVNVXL7W19LH,1542913,N,N
7BBV0DPETAB05M7YZF5TYXIK6B3PBYA1,673976,N,N
3TBNLOKEXGN5GI142HIYQ27QOKJ90O1G,1267089,N,N
QHB4ZWLENOW7Z08KOR4RNU4H3K6S6L4A,777113,N,N
YCJF44AY2GI5TSE3X2Y03PXDYTDJR2SP,1105376,N,Y
UVBG1D9C1WT6NKNX0R6QZH26W55ICM37,1149026,N,N
S8RRK6GSANYF8G6L4BPNDBOOTWNSJA3A,250023,N,Y
5A5AL5NH1UZUS20O66ANDCI1ACA53676,893071,N,Y
H4OO6IEPQRJQCBSB1WGU8YRHDX2D7D50,1144625,N,Y
ZY5RIQG2N5IN1JNEUZIWQMEHP5044YJN,1010478,N,N
LYQV89U0URBJ2AM9ZFW6TNUVLFWJT2J5,902108,N,N
H9P1VU3OE8POK60K2PMH81EX0PM29934,640374,N,N
12M1K8QPCS6FGCB0PHCE1I1AJ17OEE37,701399,N,N
JPOTSAUD7AGJAT02ETM8Y548RLB5BSH7,487052,N,N
HOL33MHX8W27TI4GVXHZV4BIQLG2UHMT,886885,N,Y
JK6BQXA8N9L63J4KLXHBA1HCO0FV20F1,1700641,N,Y
4XO2A51EUL8W5VTVBNX8MN3K4C381Q8V,1521456,N,N
PM6FXJTTQ93A4HN2KBQ8QO66LDR138ZT,1500715,N,N
0KM4Y84RCZV6RAAP0K8RKMW6YY8YAPI6,1590419,N,N
BIABBJLGQ0BCJHHEGQQY7GO4XQDS9ZWY,908083,N,N
CQBVV050VEA9CRBTMY97088FEU7BJ4CX,1112020,N,N
CFBZVWSS4WHYN97KNTYJ246OJ9NX6WOE,1213340,N,N
P9QL21U6ZQ75JN07EE3B5UMHDERFLYSJ,1527203,N,Y
UO5EEGMNINDDO6GFJPHLEQKXXVX0FEBP,951296,N,N
NMJSIHXXB7NQLQ6CMEBWUIVFHI1SFQKH,1080914,N,N
3P8WTXMU7RROQPQ5BRAZMVSI1NL59B6E,1200293,N,N
4YNIVG5NPJUGWAB2INN01O0JKCU4OKRI,814917,N,N
M2GYV6A963GIBXUPHSNUYSCKXEKU38HC,1102928,N,Y
9Q9PC2XF0JIQVV9OW3UC8FE73U71790B,1110889,N,Y
L4Z8P6BGQJD2HPJWA2XSLS3XOB29CCBY,1289804,N,N
7FVWYX3S2RO28I8YOB308KR2V1OJMO5B,976387,N,N
BFPT13S0LV02BSCIJSRQJ3PURJWBCTT0,489769,N,N
ELP1V90L06SU78H53XV5UGM3YN7OR8LM,1445254,N,Y
7V4AVYZEMKV7VB255XHD8VSUB3FCCFUQ,236742,N,N
VLF5ZTH34WHBH52C1VK7F7K49UX24NFU,1209370,N,Y
N7MEP9T4817U50QHG95IXW12L6UA3DF1,1767901,N,N
VBA8B047BX3N4YFQ1HXK9DCXVPGONRF7,1578672,N,N
WE7KLIEBS6710CORHMBM05IK1FVQ6ERD,1194070,N,N
RIR6BFXJ9KLVCXEY4GRLYI4Q75UQUJ48,1373287,N,N
WOL2C9J3SQY42OUVR5AMB8GFLWBO5DIP,1601054,N,N
XJ688YPW6ZHESNRVVVGBT8M9UON8DCY4,817402,N,Y
7Y08I82V0RHPBOBTKXM1TFNRSDW1OJDE,133291,N,Y
KXK7K814G4QLHAFIGKAH8S5ZI012K007,1411321,N,N
DDKVAH8HJXAJ1SHSOGZP953CEPRZUV6C,1706933,N,Y
TZ2RQPUDR4GMR72425JXJXT4H2DAGVBR,597302,N,Y
QCBCCD7UX3PJE184RUH59BSR06YY1OBP,656702,N,N
ISXCG2N3UB0AAYT21JITXEOKR050N121,389953,N,N
IXL6AJLTUWF0BVDXNP8HGQ5HCK1S6H30,1405898,N,Y
79976YLUH59ZTEIBNITN3638Q95HGYWM,876206,N,Y
A2G0JKYIQITODPAM5OIFCYIICUNQ3IZY,1042421,N,Y
RQ87IX31ASY4YU7Z2IAIL79JLHP9AYE6,921950,N,N
4TTAGCSY4LK9JH5LNGCWDBDDNC87TC8S,1263441,N,N
K6YSXJXVDWI2NN19KDSW9P3AHS9HODOQ,235245,N,N
VWHWOS8WBLAIPOQYMIYL45J6F99JHCYJ,1327725,N,N
N29EXIAJOBMAABJD5MKZ63UDJX4JX9CO,871282,N,Y
SDWXZNTKKDPR2KQ3UGPE8UL188JEKF1V,695367,N,N
IJGDS9X0VHG2MDZZXVCF7KU3KY74BA0U,767342,N,N
MIPZTMFN6ZNBL10GPJ5A4DZUHUR8J9X5,1236119,N,N
CXG1IUMZB754NWXN9EBQA5MX9F3I3UFH,1612522,N,Y
BMC3V19R6IBXJNFU2MJA8OKPY495L8X6,1117627,N,N
5TTAG7THK4MATX19UTN3SI8HJ6PRA2GF,452280,N,N
YO4FME2J36L8A3PJFUZE37BEJ1U9DLVD,1172050,N,Y
